8 0.359955005624297
16 0.354963948973932
24 0.378623545651745
32 0.382260713752426
40 0.348773841961853
48 0.344734715863183
56 0.375146541617819
64 0.364438750088974
72 0.361513839201657
80 0.365672494572049
88 0.370877673585502
96 0.359803232607168
104 0.368679930872513
112 0.355160932297447
120 0.358865089155546
128 0.360220916734091
136 0.355416176662747
144 0.362788939976066
152 0.368217054263566
160 0.359368858442361
168 0.345048907601859
176 0.368769806972054
184 0.363089218322192
192 0.358669001751313
200 0.347192084020484
208 0.351077072388548
216 0.35245884920554
224 0.349195214154877
232 0.350400241655339
240 0.343987387129139
248 0.352698570717486
256 0.355401301518438
