8 0.378027170702894
16 0.438056125941136
24 0.43175174274792
32 0.45462617652282
40 0.428609697294401
48 0.426998776826421
56 0.409132420091324
64 0.376415233053963
72 0.354963948973932
80 0.329591101040272
88 0.302223748604791
96 0.283039728753593
104 0.24378094875326
112 0.212892342053366
120 0.201528255940885
128 0.186568523849433
136 0.162175053660863
144 0.15217161576667
152 0.129136400322841
160 0.113204209781551
168 0.0995098547333817
176 0.0893588124416915
184 0.0756419545634401
192 0.0620984924135533
200 0.0575750815047248
208 0.0506145839353447
216 0.0420690780103858
224 0.034848151900605
232 0.0306343421539112
240 0.0249791190176961
248 0.0233696324347882
256 0.0176225554942705
