4 83.8
8 167.7
12 243.6
16 303.1
20 352.2
24 442.6
28 523.0
32 563.1
36 662.0
40 722.6
44 833.7
48 924.9
52 1029.7
56 1145.0
60 1274.1
64 1351.0
68 1424.3
72 1593.2
76 1860.8
80 1911.6
84 2134.8
88 2405.7
92 2644.1
96 2747.3
100 2976.0
104 3312.8
108 3688.9
112 3989.8
116 4248.8
120 4778.8
124 5363.2
128 5459.2
132 6117.6
136 6518.7
140 6893.2
144 7437.8
148 8408.3
152 10072.6
156 10289.5
160 10978.3
164 12492.1
168 14282.5
172 15531.8
176 17204.1
180 17397.9
184 19192.8
188 21935.0
192 24622.6
196 25548.9
200 28352.0
204 31006.2
208 34906.6
212 38284.7
216 42529.4
220 47906.5
224 49550.3
228 56360.7
232 61731.2
236 67988.3
240 75000.3
244 85686.9
248 91897.4
252 98506.8
256 116197.9
